name,gender,function,country_code,country,height_cm,weight,disciplines,events,birth_date,year,birth_place,birth_country,residence_place,residence_country,nickname,hobbies,occupation,education,family,lang,coach,reason,hero,influence,philosophy,sporting_relatives,ritual,other_sports
UEYAMA Koki,Male,Athlete,JPN,Japan,181,,Athletics,Men's 200m,1999-05-15,1999,,,,,,,,,,,,,,,,,,
Ugo CROUSILLAT,Male,Athlete,FRA,France,190,,Water Polo,Men,1990-10-27,1990,MARSEILLE,France,,,,,Athlete,,"Father, Marc (deceased)",French,National: Florian Bruzzo (FRA),,,,,"Father, Marc and uncle, Michel (water polo) Olympians for France in 1988",,
Ugo HUMBERT,Male,Athlete,FRA,France,188,,Tennis,"Men's Doubles, Men's Singles",1998-06-26,1998,,,,,,,,,,,,,,,,,,
Uladzislau KRAVETS,Male,Athlete,AIN,AIN,,,Canoe Sprint,Men's Kayak Single 1000m,1999-07-06,1999,,,,,,,,,,,,,,,,,,
Ulan BASTOS GALINSKI,Male,Athlete,BRA,Brazil,,,Cycling Mountain Bike,Men's Cross-country,1998-06-19,1998,PALMEIRAS,Brazil,PETROPOLIS,Brazil,,,Athlete,,"Father, Jean Paul Galinski. Mother, Maryanne Bastos",Portuguese,Personal: Cleber Tamagusuku (BRA),"He grew up in a remote mountainous region of the state of Bahia with many cycling trails. After cycling 90 kilometres to the town of Mucuge to watch the Brasil Ride Mountain Bike Ultramarathon at 14, he dedicated himself to becoming a professional cyclist","Mountain biker Henrique Avancini (BRA), two-time Olympian (2016, 2020), 2021 World Championships silver medallist (short track), two-time world marathon champion (2018, 2023), 2019 Pan American Games silver medallist","Local cyclist Anilton Marques (BRA). ""He gave me my first helmet, my first sneakers and my first uniform. So, from the beginning (of my career), I have understood the value and importance of helping and encouraging someone, and this is something that I will carry with me throughout my life."" (pedal.com.br, 6 Jun 2019)",,,,
Ulises SARAVIA,Male,Athlete,ARG,Argentina,,,Swimming,Men's 100m Backstroke,2005-10-27,2005,MAR DEL PLATA,Argentina,CASTELLON,Spain,,,,,,Spanish,Federico Diez Andersen,,"Footballer Lionel Messi (ARG), FIFA World Cup winner (2022), Copa America winner (2021), seven time Ballon d'Or winner. Lifted every major club prize in the game with Barcelona and won gold at the 2008 Olympic Games in Beijing.</p><p>Boxer Mike Tyson (USA), the undisputed world heavyweight champion from 1987 to 1990. Won his first 19 professional fights by knockout, 12 of them in the first round. At 20 years, four months, and 22 days old, he holds the record as the youngest boxer ever to win a heavyweight title",,,,,
Ulugbek RASHITOV,Male,Athlete,UZB,Uzbekistan,,,Taekwondo,Men -68kg,2002-03-23,2002,,,,Uzbekistan,,"Listening to music, playing video games, reading, spending time with friends","Armed forces athlete, student","Sport Studies at National University of Uzbekistan (Tashkent, UZB)",,Russian,Personal: Pavel Khan (UZB),He liked watching action movies and tried to imitate his favourite actors' fighting techniques. His parents spotted his passion and enrolled him in a taekwondo club,"Taekwondoin Lee Dae-hoon (KOR), two-time Olympic medallist (2012 silver, 2016 bronze), three-time world champion (2011, 2013, 2017). </p><p>""When I was nine, I used to watch this man fight on YouTube trying to be like him, admiring his achievements, his victories, he was my idol in sports. Beating him (at Tokyo 2020 in the round of 16) was like winning the Olympics for me. After defeating him, I realised that the limitations are only in our heads."" (Instagram, 1 Jul 2023)",,"""If you believe in yourself and keep going until the end, you will always achieve your dream and goal."" (benzinmedia, 24 Oct 2022)",,,
Umarali RAKHMONALIEV,Male,Athlete,UZB,Uzbekistan,170,,Football,Men,2003-08-18,2003,,,,,,,,,,,,,,,,,,
UMEKAWA Fuko,Female,Alternate Athlete,JPN,Japan,,,Cycling Track,Women's Team Pursuit,1991-03-01,1991,,,,,,,,,,,,,,,,,,
Unai AGUIRRE,Male,Athlete,ESP,Spain,192,,Water Polo,Men,2002-07-14,2002,BARCELONA,Spain,,,,,Athlete,,"Father, Roberto",Spanish,National: David Martín (ESP),"Started with football, but decided that he was better at water polo","Water polo player Inaki Aguilar (ESP), three-time Olympian (2012, 2016, 2020), two-time world championships medallist (2009 silver, 2007 bronze).</p><p>Water polo player Daniel Lopez Pinedo (ESP), three-time Olympian (2012, 2016, 2020), two-time world championship silver medallist (2009, 2019)",,,,,
Unai BIEL LARA,Male,Athlete,ESP,Spain,193,,Water Polo,Men,2002-11-19,2002,,,,,,,,,,,,,,,,,,
URATA Kana,Female,Athlete,JPN,Japan,,,Hockey,Women,1998-12-27,1998,OSAKA PREFECTURE,Japan,,Japan,,,,,,,,,,,,,,
Urban LESJAK,Male,Athlete,SLO,Slovenia,188,,Handball,Men,1990-08-24,1990,CELJE,Yugoslavia,BITOLA,North Macedonia,,,Athlete,,,Slovenian,National: Uros Zorman (SLO).<br>Club: Branislav Angelovski (MKD),,,,,,,
Urh KASTELIC,Male,Alternate Athlete,SLO,Slovenia,202,,Handball,Men,1996-02-27,1996,BREZICE,Slovenia,LEMGO,Germany,,,Athlete,,,Slovenian,National: Uros Zorman (SLO).<br>Club: Florian Kehrmann (GER),,,,,,,
Urho KUJANPAA,Male,Athlete,FIN,Finland,,,Athletics,Men's Pole Vault,1997-05-18,1997,YL?J?RVI,Finland,TAMPERE,Finland,,Mathematics and physics,Athlete,Mathematics at University of Tampere (FIN),"Father, Hannu. Girlfriend, Taija Lankinen",Finnish,"Personal: Rauli Pudas (FIN), from 2022",,,,,,,
Uriel Francisco CANJURA ARTIGA,Male,Athlete,ESA,El Salvador,163,,Badminton,Men's Singles,2000-09-12,2000,SUCHITOTO,El Salvador,OVIEDO,Spain,,,,,,Spanish,,,,,,,,
Uros KOVACEVIC,Male,Athlete,SRB,Serbia,197,,Volleyball,Men,1993-05-06,1993,KRALJEVO,Serbia,,,,,Athlete,,"Wife, Nikoleta. Daugther, Mila. Older brother, Nikola",Serbian,National: Igor Kolakovic (MNE),Took up volleyball because his family was involved in the sport,"Volleyball player Ivan Miljkovic (SRB), 2000 Olympic champion, two-time world championship medallist (1998 silver for FR Yugoslavia, 2010 bronze for Serbia)","His older brother, Nikola",,,,"Brother, Nikola Kovacevic (volleyball), represented Serbia at the Beijing 2008 and London 2012 Olympic Games"
Uros PLANINSIC,Male,Alternate Athlete,SLO,Slovenia,186,,Volleyball,Men,1998-05-09,1998,,,,,,,,,,,,,,,,,,
Urska PINTAR,Female,Athlete,SLO,Slovenia,,,Cycling Road,"Women's Road Race, Women's Individual Time Trial",1985-10-03,1985,,,,,,,,,,,,,,,,,,
Ursula WIKSTROM,Female,Athlete,FIN,Finland,166,,Golf,Women's Individual Stroke Play,1980-07-03,1980,ESPOO,Finland,,,,,,,,,,,,,,,,
Urszula los,Female,Athlete,POL,Poland,,,Cycling Track,"Women's Keirin, Women's Team Sprint",1994-02-18,1994,,,,,,,,,,,,,,,,,,
Ushangi KOKAURI,Male,Athlete,AZE,Azerbaijan,,,Judo,Men +100 kg,1992-01-10,1992,GORI,Georgia,BAKU,Azerbaijan,Uta,Walking and traveling,Athlete,,"Father, Malkhaz. Mother, Xatuna Berkatsashvili. Brother, Torniqe","Azerbaijani, Georgian, Russian",,"""My father practised judo professionally, that's why I started."" (Athlete, 7 Jun 2024)","Judoka Zurab Zviadauri (GEO), 2004 Olympic champion (-90kg), two-time world championship silver medallist (2001, 2003), 2000 world junior champion",His father,,"""My father was professional judoka."" (Athlete, 7 Jun 2024)",,
Usheoritse ITSEKIRI,Male,Athlete,NGR,Nigeria,183,,Athletics,Men's 4 x 100m Relay,1998-01-31,1998,,,,,,,,,,,,,,,,,,
USHIOKU Kohane,Female,Athlete,JPN,Japan,,,Artistic Gymnastics,Women,2004-08-17,2004,KOMAKI,Japan,YOKOHAMA,Japan,Koha,"Listening to music, watching anime and manga","Athlete, student","Nippon Sport Science University (Tokyo, JPN)",,Japanese,Personal: Seo Kyoko (JPN),"She enjoyed playing on the horizontal bar in kindergarten, saw a friend training at a gymnastics club and thought it would be fun","Artistic gymnast Murakami Mai (JPN), 2020 Olympic bronze medallist (floor), five-time world championship medallist (two gold, one silver, two bronze)","Two-time Japanese Olympian, Teramoto Asuka. ""I was able to learn a lot from training with her up close, such as how to practise as an Olympic athlete."" (Athlete, 29  May 2024)","""If I'm going to do it, I'll give it my all."" (Athlete, 29 May 2024)",,"Before competing, she breathes deeply and stretches",
Usman GARUBA,Male,Athlete,ESP,Spain,203,,Basketball,Men,2002-03-09,2002,MADRID,Spain,,United States,La Pantera de Azuqueca (the Panther from Azuqueca),,Athlete,,"Father, Mustapha. Mother, Betty. Brother, Sediq. Sister, Uki",Spanish,National: Sergio Scariolo (ITA).<br>Club: Steve Kerr (USA),,,His parents,,,,
UTSUMI Hanako,Female,Athlete,JPN,Japan,160,60.0,Rugby Sevens,Women,2000-03-16,2000,KANAGAWA PREFECTURE,Japan,YOKOHAMA,Japan,,,,,,,,,,,,,,
UZAWA Towa,Male,Athlete,JPN,Japan,182,,Athletics,Men's 200m,2002-11-25,2002,MIYAGI,Japan,,Japan,,"Manga, anime, riding bicycles, eating, cooking, games","Athlete, student",University of Tsukuba (JPN),,Japanese,,Played baseball from his third year of elementary school until he completed junior high. After retiring from baseball due to an elbow injury he transitioned to athletics,,,,,,
Uziel MUNOZ,Male,Athlete,MEX,Mexico,185,,Athletics,Men's Shot Put,1995-09-08,1995,NUEVO CASAS GRANDES,Mexico,MONTERREY,Mexico,,,Athlete,Graduated with a Bachelor's degree in Business Administration from the Autonomous University of Ciudad Juarez (MEX),"Partner, Jazmin Jara. Son, Uziel. Brother Mateo (died in 2016)",Spanish,Personal: Alejandro Laberdesque (CUB),,,,,,,
Uzur DZHUZUPBEKOV,Male,Athlete,KGZ,Kyrgyzstan,,,Wrestling,Men's Greco-Roman 97kg,1996-04-12,1996,,,,,,,,,,,,,,,,,,
V. Sindhu PUSARLA,Female,Athlete,IND,India,179,,Badminton,Women's Singles,1995-07-05,1995,HYDERABAD,India,HYDERABAD,India,,Meditation,Athlete. Employed with Bharat Petroleum since July 2013 in various sport manager positions (associated with the company since she was 14),"Commerce at St Ann's College for Women (Hyderabad, IND)",,"English, Hindi, Telugu",Personal: Park Tae-Sang (KOR),"Her father played volleyball. ""I would accompany him to the volleyball courts when I was very young. There was a badminton court beside the volleyball courts and I initially only played for fun, but I gradually developed a great interest and love for badminton."" (myInfo)","Boxer Mary Kom (IND), 2012 Olympic flyweight bronze medallist; 2018 Commonwealth Games gold; two-time Asian Games medallist (2014 gold, 2010 bronze)",Her parents,"""The greatest asset is a strong mind. If I know that someone is training harder than I am, I have no excuses."" (myInfo)","Father PV Ramana (volleyball), 1986 Asian Games bronze medallist.</p><p>Mother P Vijaya (volleyball), played at the national level in India",,
Vaa APELU MALIKO,Male,Athlete,SAM,Samoa,181,89.0,Rugby Sevens,Men,1998-11-10,1998,,,,,,,,,,,,,,,,,,
Vadim SHARLAIMOV,Male,Athlete,KAZ,Kazakhstan,,,Fencing,"Men's Épée Individual, Men's Épée Team",1996-12-09,1996,,,,Kazakhstan,,"Fishing, hiking, hunting",Athlete,"Physical Education at Kazakh Academy of Sport and Tourism (Almaty, KAZ)",,"English, Kazach, Russian",,,,,"""The main secret of our team and success? I think that our cohesion and trust in the team is the most important."" (olympic.kz, 5 Mar 2024)",,,
Vagner Junior SOUTA,Male,Athlete,BRA,Brazil,,,Canoe Sprint,Men's Kayak Single 1000m,1991-02-10,1991,GUARANT? DO NORTE,Brazil,CASCAVEL,Brazil,,"Movies, running, aquatic sports",Athlete,,"Partner, Patricia. They have a daughter",Portuguese,,,"Sprinter Usain Bolt (JAM), eight-time Olympic champion (two in 2008, three in 2012, three in 2016);14-time world championship medallist (11 gold, two silver, one bronze).</p><p>Swimmer Michael Phelps (USA), 28-time Olympic medallist (23 gold, three silver, two bronze); 33-time world championship medallist (26 gold, six silver, one bronze)",,,,,
Vahagn DAVTYAN,Male,Athlete,ARM,Armenia,,,Artistic Gymnastics,Men,1988-08-19,1988,YEREVAN,Armenia,YEREVAN,Armenia,,,"Athlete, civil servant (head of sports department for youth affairs of Yerevan municipality in Armenia)",,"Wife, Mari","Armenian, Russian",National: Hakob Serobyan (ARM),His parents introduced him to the sport,,,,,,
Vahine FIERRO,Female,Athlete,FRA,France,,,Surfing,Women,1999-12-02,1999,"RAIATEA, TAHITI",France,FARE,France,The Queen of Teahupo’o,"Freediving, hiking and foiling",Athlete,,"Father, Andrew. Mother, Hina. Younger sister, Heimiti. Younger sister, Kohai","English, French, Tahitian",,"With her father's encouragement, she embraced competitive surfing as a teenager and with no high school on Huahine she moved 200km to Tahiti. ""I left my island and I moved to Tahiti at the age of 14. I was in a boarding school there at Papara, where there is a surfing section with a beach break in front of the high school. This is how I began to surf under competitive conditions."" (olympics.com, 1 Jun 2023)","Surfer Stephanie Gilmore (AUS), eight-time world champion",,,,,
Vaimooia RIPLEY,Female,Athlete,SAM,Samoa,,,Sailing,Women's Dinghy,1990-04-01,1990,,Samoa,,Samoa,,,,,,,,,,,,,,
Vakhid ABBASOV,Male,Athlete,SRB,Serbia,174,,Boxing,Men's 71kg,1997-06-06,1997,SLOBODA ALEXANDROVKA,Russian Federation,BELGRADE,Serbia,,,,,,"Russian, Serbian",,,,,,,,
Valarie ALLMAN,Female,Athlete,USA,United States of America,,,Athletics,Women's Discus Throw,1995-02-23,1995,"NEWARK, DE",United States,"AUSTIN, TX",United States,Val,"Lover of ice cream, dance parties and dogs",Athlete,"Graduated with a degree in Product Design. Pursuing Master's degree in Communications at Stanford University (CA, USA)","Father, David. Mother, Lisa. Brother, Kevin",English,Personal: Zebulon Sion (USA),"Began throwing the discus so she could go to the annual spaghetti dinner that the throwers had every year. “It honestly was the incentive of food that was my initial motivation to throw the discus, which is very sad, but it’s the truth.” (denverpost.com, 16 May 2013)",,,"“If any athlete is trying something new, there will be hardships and new learnings, but if you embrace that, it’s special how any path can unwind.” (athleticsweekly.com, 22 Aug 2023)",,,
Valdenice CONCEICAO DO NASCIMENTO,Female,Athlete,BRA,Brazil,,,Canoe Sprint,Women's Canoe Single 200m,1989-10-16,1989,ITACARE,Brazil,,,Neta Canoa,,Athlete,,,English,Personal: Figueroa Conceicao (BRA),"She comes from a family of canoe sprint paddlers and her grandfather Valmir raced native canoes. It started a tradition that she, her brother and nephew followed. She paddled in her home town of Itacare until she was spotted by a talent scout. “A coach thought I had a future and encouraged me to continue in the sport. I started to enjoy it. I started competing with other women, trying to be the best. I’ve always dedicated myself.” (bndes.gov.br, 4 Apr 2014)",,,,"Brother, Vilson Nascimento (sprint canoe), won two medals for Brazil at the 2007 Pan American Games.</p><p>Nephew, Jacky (sprint canoe), won a quota place for Brazil for Paris 2024",,
Valdileia MARTINS,Female,Athlete,BRA,Brazil,180,,Athletics,Women's High Jump,1989-09-19,1989,,,,,,,,,,,,,,,,,,
Valent SINKOVIC,Male,Athlete,CRO,Croatia,,,Rowing,Men's Pair,1988-08-02,1988,ZAGREB,Croatia,ZAGREB,Croatia,,"Watching TV series, travelling, following other sports",Athlete,"Coaching, Human Movement Studies at University of Zagreb, Croatia","Wife, Antonela (married 2017). Father, Darko. Mother, Zdravka. Older brothers, Matija. Younger brother, Martin","Croatian, English",National: Nikola Bralic (CRO),"""My older brother Matija saw it on television and he tried rowing first. Martin (his younger brother) joined right after him. I played football at the time, but after a leg injury stopped me playing I started rowing as well. When I sat in a boat I can say it was love at first sight."" (worldrowing.com, 12 Jul 2015)",,,"""With hard work you can achieve anything.""","Younger brother, Martin (rowing), has won two Olympic gold medals and six world championships titles",,
Valentin BAYER,Male,Athlete,AUT,Austria,,,Swimming,Relay Only Athlete,1999-12-08,1999,,,,,,,,,,German,,,,,,,,
Valentin BETOUDJI,Male,Athlete,CHA,Chad,171,,Athletics,Men's Marathon,1991-02-14,1991,,Chad,LA GARDE,France,12 poumons (12 lungs),,"Athlete, soldier, groundskeeper",,,"English, French",Personal: Nicolas Baudry (FRA),Transitioned to running from football after finishing third at the Moundou 15km road race in Chad,,,,,,
Valentin BONTUS,Male,Athlete,AUT,Austria,,,Sailing,Men's Kite,2001-02-01,2001,PERCHTOLDSDORF,Austria,PERCHTOLDSDORF,Austria,Vali,,Athlete,,"Father, Christian. Mother, Claudia. Sister, Linda",Austrian,Luca Bursic (ITA),"His father introduced him to kite surfing. Started racing kites in 2021 because a knee injury made landing freestyle jumps painful.</p><p> “I called the Austrian Federation in the summer of 2021 and said I was interested in aiming for the Olympics. At my first event I had no clue about anything to do with racing. I didn’t even know how to press ‘start’ on my watch, and as for laylines (imaginary lines to help with direction), what were they? I actually Googled laylines to find out what the coach was talking about.” (sailing.org, 3 May 2024)",,,,,,
Valentin GRILLE,Male,Athlete,URU,Uruguay,178,78.0,Rugby Sevens,Men,1998-06-15,1998,,,,,,,,,,,,,,,,,,
Valentin HOUINATO,Male,Athlete,BEN,Benin,,,Judo,Men -81 kg,1996-10-15,1996,MELUN,France,ARCUEIL,France,"Val, Valou, Nato","Karaoke, cheesy music, romantic books and movies, animal welfare",Journalist,"Bachelor's degree in Information and Communication from the University of Paris 8 (FRA),  and a Master's degree in Journalism from ESJ Pro Montpellier (FRA)",,"English, France","Stephane Trompille (FRA), Dimitri Dragin (FRA)","""My mother didn't want me to play football, so she signed me up for judo out of spite."" (Athlete, 16 May 2024)","Boxer Muhammad Ali, born Cassius Clay (USA), former undisputed heavyweight champion of the world, 1960 Olympic champion (light heavyweight), nicknamed 'The Greatest' and regarded as one of the most significant sports figures of the 20th century.</p><p>Tennis player Rafael Nadal (ESP), winner of 22 Grand Slam singles titles (as of July 2023), including a record 14 French Open titles; two-time Olympic champion (2008 singles, 2016 doubles).</p><p>Athlete Jesse Owens (USA), four-time Olympic champion at Berlin 1936 (100m, 200m, long jump, 4x100m relay).</p><p>Judoka Lucie Decosse (FRA), two-time Olympic medallist (2012 gold, 2008 silver), four-time world championship medallist (three gold, one silver)","His first judo coach Eric Chauvin. ""He's been like a father figure from the age of five right up to the present day. He is the one who taught me all my technical basics in judo. We still go on holiday together, he is really a member of my family."" (Athlete, 16 May 2024)","""In all the dojos I have been to, I have never been the best judoka technically or physically, but I have never met anyone so motivated, so hungry, so determined to achieve their goal. I am convinced that this resilience will one day give me the medal of my dreams."" (Athlete, 16 May 2024)",,"Eats chocolate and fruit compote before competitions, and listens to music by French artists Dalida and Booba",
Valentin MADOUAS,Male,Athlete,FRA,France,,,Cycling Road,Men's Road Race,1996-07-12,1996,,,,,,,,,,,,,,,,,,
Valentin PETIC,Male,Athlete,MDA,Republic of Moldova,,,Wrestling,Men's Greco-Roman 67kg,1999-12-18,1999,,,,,,,,,,,,,,,,,,
Valentin PORTE,Male,Athlete,FRA,France,190,,Handball,Men,1990-09-07,1990,VERSAILLES,France,MONTPELLIER,France,,Playing golf and padel,Athlete,,,French,National: Guillaume Gille (FRA).<br>Club: Patrice Canayer (FRA),"His family moved to the countryside and the only choices for sports there were football or handball. ""I arrived in my small village of Toury and I started handball with my new friends. The team needed a goalkeeper so I went in. I had a good time, I was enjoying myself, and I wasn't bad, so I stayed there for a while."" (myInfo)",,,,,,
Valentin PRADES,Male,Athlete,FRA,France,,,Modern Pentathlon,Men's Individual,1992-09-26,1992,,,,,,,,,,,,,,,,,,
Valentin TABELLION,Male,Athlete,FRA,France,,,Cycling Track,"Men's Madison, Men's Team Pursuit",1999-03-23,1999,,,,,,,,,,,,,,,,,,
Valentina GEORGIEVA,Female,Athlete,BUL,Bulgaria,,,Artistic Gymnastics,Women,2006-07-28,2006,SOFIA,Bulgaria,SOFIA,Bulgaria,Valya,"Listening to music, spending time with friends",Athlete,,"Father, Peter Georgiev. Mother, Elitsa Ilieva-Georgieva. Older brother, Nikolay Georgiev","Bulgarian, English","Personal: Filip Yanev (BUL), since she began artistic gymnastics at age seven","She had been training in rhythmic gymnastics since age four and was curious about the artistic gymnastics training taking place on the other side of the hall. ""I was very interested what others were doing and I asked mom to take me to Rakovski. My coach (Filip Yanev) took me in and I really liked it, and I decided that this is my sport.” (intlgymnast.com, 22 Mar 2024)","Artistic gymnast Filip Yanev (BUL), 2004 Olympian (fifth in vault), 2005 European Championships vault silver medallist. Her career-long coach","Her family, her coach Filip Yanev, her boyfriend and her best friend","""Keep your head up in failure and your head down in success."" (intlgymnast.com, 22 Mar 2024)</p><p>""I'm one of those people who, setting a certain goal, do everything possible to fulfil it."" (bntnews-bg, 11 Mar 2024)",,Before competing she breathes in and out deeply,
Valentina GOTTARDI,Female,Athlete,ITA,Italy,186,,Beach Volleyball,Women,2002-11-19,2002,MODENA,Italy,FORMIA,Italy,,,"Athlete, student",Studies at the University of Modena and Reggio Emilia (ITA),"Partner, Samuele Cottafava",Italian,,,,,,,,
Valentina KHALZOVA,Female,Athlete,KAZ,Kazakhstan,,,Boxing,Women's 75kg,1996-01-16,1996,ASTANA,Kazakhstan,ASTANA,Kazakhstan,Valyushka,"Reading books, spending time with her family",Athlete,"Studied Physical Education and Sports at Kokshetau University (Kokshetau, KAZ)","Husband, Vitaly Zyablin. Son, Kirill",Russian,,,"Boxer Muhammad Ali, born Cassius Clay (USA), former undisputed heavyweight champion of the world, 1960 Olympic champion (light heavyweight), nicknamed 'The Greatest' and regarded as one of the most significant sports figures of the 20th century",Her father,"""Always be on top."" (Athlete, 27 Jun 2024)",,,
Valentina KLEMENCIC,Female,Athlete,SLO,Slovenia,185,,Handball,Women,2002-02-05,2002,KRANJ,Slovenia,,,,,Athlete,,,"English, Slovenian",National/club: Dragan Adzic (MNE),,,,,,,
Valentina MARCUCCI,Female,Alternate Athlete,ARG,Argentina,,,Hockey,Women,1998-02-21,1998,,,,,,,,,,,,,,,,,,
Valentina MEREDOVA,Female,Athlete,TKM,Turkmenistan,,,Athletics,Women's 100m,1984-09-29,1984,,,,,,,,,,,,,,,,,,
Valentina RAPOSO RUIZ de los LLANOS,Female,Athlete,ARG,Argentina,,,Hockey,Women,2003-01-28,2003,SALTA,Argentina,BUENOS AIRES,Argentina,,,,,,,,,,,,,,
Valentina ROSAMILIA,Female,Athlete,SUI,Switzerland,,,Athletics,Women's 800m,2003-01-27,2003,,,,,,,,,,,,,,,,,,
Valentina TRAPLETTI,Female,Athlete,ITA,Italy,173,,Athletics,"Women's 20km Race Walk, 'Marathon Race Walk Relay Mixed",1985-07-12,1985,MAGENTA,Italy,MILAN,Italy,Meraviglia (Marvel),"Travelling, going to the cinema, art, dancing",Athlete,"Tourism at University of Milan Bicocca, (ITA)",,"English, French, Italian",Personal: Alessandro Gandellini (ITA),,,,,,,
Valentine DUMONT,Female,Athlete,BEL,Belgium,,,Swimming,"Women's 200m Freestyle, Women's 400m Freestyle",2000-07-02,2000,NAMUR,Belgium,SANT CUGAT,Spain,,,,Medicine at University of Liege (BEL),,French,Club: Ben Titley (GBR),,,,"""Speed is the answer."" (isl.global)",,,
Valentine FORTIN,Female,Athlete,FRA,France,,,Cycling Track,"Women's Madison, Women's Omnium, Women's Team Pursuit",1999-04-24,1999,,,,,,,,,,,,,,,,,,
Valentine HEURTAUX,Female,Athlete,FRA,France,174,,Water Polo,Women,2005-01-04,2005,MARSEILLE,France,,,,,,,,,,,,,,,,
Valentyn RUBCHYNSKYI,Male,Athlete,UKR,Ukraine,165,,Football,Men,2002-02-15,2002,,,,,,,,,,,,,,,,,,
Valeria ANTOLINO,Female,Athlete,ESP,Spain,,,Diving,Women's 3m Springboard,2002-08-30,2002,,,,,,,,,,,,,,,,,,
Valeria ARBOLEDA MENDOZA,Female,Athlete,COL,Colombia,164,,Boxing,Women's 57kg,2002-04-13,2002,BOGOTA,Colombia,,Colombia,,"Drawing, reading, shopping, spending time with family",Parks assistant,"Plans to go to university after Paris 2024 to study physical therapy, sports training or physical education","Father, Federico. Mother, Olga Lucia Mendoza. Four siblings, Ximena Gisela, Byron Julian, Yelena Estefi and Valentina (her twin, older by five minutes)",Spanish,,"A classmate told her there was a community boxing gym around the corner from her house so she started training there. She won the Christmas Cup in the Bogota Boxing League, attracting the attention of Alexander Brand, the 2003 Pan American Games bronze medallist (middleweight). He took her to her first national championship where she won gold and earned a call-up to the Colombian national team","Boxer Ingrit Valencia (COL), 2016 Olympic flyweight bronze medallist, two-time world championship light flyweight medallist (2022 silver, 2023 bronze)",,"""I am a warrior and a fighter. If I like something, I work hard to get it."" (olimpicocol.co, 28 Nov 2023)",,,
Valeria PALACIOS,Female,Athlete,PER,Peru,,,Rowing,Lightweight Women's Double Sculls,2000-07-06,2000,,,LA PUNTA,Peru,,,"Athlete, student","Studying administration and international business at Peruvian University of Applied Sciences (Lima, PER)","Father, Jorge. Twin sister, Alessia",Spanish,Personal: Diego Mejía (PER),"Along with twin sister Alessia, she tried tennis, soccer, volleyball, basketball, and swimming until one day their father, who was a rower, suggested she give that sport a go",,,,,,
Valeria PALMIERI,Female,Athlete,ITA,Italy,,,Water Polo,Women,1993-10-18,1993,CATANIA,Italy,,,,Travel,Athlete,,"Mother, Angela. Father, Giuseppe. Older brother, Gianluca",Italian,National: Carlo Silipo (ITA).<br>Club: Martina Miceli (ITA),Her older brother was playing,"Water polo player Giusi Malato (ITA), 2004 Olympic champion, four-time world championship medallist (two gold, one silver, one bronze).</p><p>Swimmer Federica Pellegrini (ITA), two-time Olympic 200m freestyle medallist (2008 gold, 2004 silver), five-time Olympian (2004, 2008, 2012, 2016, 2020), 11-time world championship medallist (six gold, four silver, one bronze)",,,,,Was a competitive swimmer until she took up water polo
Valeriane AYAYI,Female,Athlete,FRA,France,184,,Basketball,Women,1994-04-29,1994,BORDEAUX,France,PRAGUE,Czechia,,,Athlete,,"Husband, Filip Vukosavljevic. Daughter, Lala. Brothers, Joel and Gerard. Twin sister, Laure",French,Club: Natalia Hejkova (CZE).<br>National: Jean-Aime Toupane (FRA),,,,,"Husband, Filip Vukosavljevic (basketball) plays professionally in Serbia. </p><p>Brother, Joel (basketball), plays for the Gonzaga University in the NCAA championships. </p><p>Brother, Gerard (basketball), plays professionally in France",,
Valerie CONSTIEN,Female,Athlete,USA,United States of America,,,Athletics,Women's 3000m Steeplechase,1996-03-21,1996,"VAIL, CO",United States,"BOULDER, CO",United States,Val,"Baking, crafts, reading. She can play piano and French horn (was member of her high school band)","Athlete, customer Service","Graduated with a degree in Environmental Engineering from University of Colorado (Boulder, CO, USA)","Father, Ron. Mother, Ann. Sister, Elizabeth",English,"Personal: Mark Wetmore (USA), Heather Burroughs (USA)",,,,"""At the end of the day, world championships, Olympics, they're just another race. If you're racing just to make the team, you're not going to be happy because someone else could get that spot."" (citiusmag.com, 17 May 2024)",,,
Valerie Rose TARAZI,Female,Athlete,PLE,Palestine,,,Swimming,Women's 200m Individual Medley,1999-10-09,1999,,United States,,United States,Val,,,"Graduated in 2022 with a Bachelor's of Science in Business Administration (and French Language and Literature), and in 2024 with a Master's in Supply Chain Management from Auburn University (AL, USA)",,English,,,,,,,,
Valerie van ROON,Female,Athlete,NED,Netherlands,,,Swimming,Women's 50m Freestyle,1998-08-13,1998,DELFT,Netherlands,,Netherlands,,,"Physiotherapist (works two days a week in Amsterdam). ""I really enjoy having something besides swimming. There is also life besides the swimming pool. And I consciously chose that."" (wos.nl, 22 Apr 2024)",Graduated in 2022 with a degree in Physiotherapy,,"Dutch, English",Personal: Rob Schut (NED),,,,,,,
Valerie VOSSEN,Female,Alternate Athlete,BEL,Belgium,,,Cycling BMX Racing,Women,2004-09-30,2004,,,,,,,,,,,,,,,,,,
Valeriia PEREMETA,Female,Athlete,UKR,Ukraine,,,Rhythmic Gymnastics,Group All-Around,2007-09-25,2007,,,,,,,,,,,,,,,,,,
Valeriia PERMYKINA,Female,Athlete,UKR,Ukraine,,,Modern Pentathlon,Women's Individual,1993-09-21,1993,,,,,,,,,,,,,,,,,,
